Timestamp,Graduation Year,Concentration (or best guess),Prior CS background:,"Have you ever considered taking a computer science course? If not, why not? If you have considered it, why did you decide not to take it?","If not, why not?","If you have considered taking a CS class, why did you decide not to take it?",Do you have plans to take any CS courses in the future?,Are you interested in getting a:,"In your opinion, should some programming knowledge be a requirement for graduation? If not, why not? If so, why?",Are you interested in pursuing a job with a quantitative focus after graduation?,What three words describe a computer science concentrator?,What made you decide to take your first CS course?,"Were there previous semesters in which you thought about taking a CS course but did not? If so, what stopped you from taking it before?",What were your impressions of the CS DEPARTMENT before you took your first class? After?,What were your impressions of CS students before you took your first class? After?,What was the best part of taking your first CS class?,What was the worst part of taking your first CS class?,"Do you think you‰Ûªll take another CS class? If so, why? If not, why not?",What three words would you use to describe a computer scientist concentrator?,Are you a CS Concentrator?,What CS classes have you taken?,How many years have you been programming?,What age did you start?,"Compared to others in your CS classes, you find your classes:",How good are you at programming compared to others in the CS classes you've taken?,How often do you go to office hours on average for your CS classes?,,How often do you think the average CS student goes to office hours?,How accessible is help in your CS classes?,How often do you interact with your CS professors outside of class?,How often do you interact with your CS class course staff?,"For a CS class with lectures twice a week, you attend lectures on average:","For a CS class with lectures twice a week, the average student attends lectures:",How involved do you feel with the CS community at Harvard?,"Do you consider yourself a member of any tech student organizations on campus? If yes, specify which ones.",How easy is it to find partners to work with on psets or final projects?,Are there any specific classes in which finding partners has been hard?,How have you met people to work on class material with?,What will you most likely pursue after graduation?,"If you are a sophomore, junior, or senior, what did you do last summer?",How stressful is the process of finding a summer internship/ job?,What three words would you use to describe a computer science concentrator?,What gender do you identify with,"By your estimates, is there a gender gap in enrollment in CS classes?","If yes, what factors (related or unrelated to college) do you think cause this gap?","If yes, what is the impact of this gender gap on your experience of CS at Harvard? ","Do you have a role model and/or mentor in CS? If so, who? ",I like CS because I am interested in the CS problems I get to think about and solve.,"Do you feel you have a mentor in CS? If so, who?","Who would you ask for CS help, if anyone?",I like CS because it gives me a tool to make a difference in other areas I care about.,I like CS primarily for some other reason:,How good are you at CS theory compared to others in the CS classes you've taken?,Secondary (if applicable),What subfield in tech industry would you be interested in working in?,What subfield in tech industry would you be interested in working in?,What will you most likely pursue after graduation?,What type of graduate school are you interested in?,What is your estimated concentration GPA?,What race(s) do you identify with?,How accessible are professors in your CS classes?,How accessible are teaching fellows in your CS classes?,Do you feel like you need more support in CS from:,,"Do you have a role model and/or mentor in CS? If so, who? ",Do you feel like you get the support you need for CS in terms of:,What subfield in tech industry would you be interested in working in?,,Are you a CS concentrator or intending to be a CS concentrator? ,Any comments on the accessibility of help?,How often do you interact with your professors?.
10/20/2015 22:57:27,2017,Gov,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,"50
20
51
105",2,,,3,3-8 times a semester,,3-8 times a semester,,,3-8 times a semester,,,3,No,2,51,Luck,,Admissions office coordinator,5,,Male,2, , ,No,4,,,4,,2,CS,,,Uncertain,,3.5,"Caucasian, Hispanic or Latino",3,4,"Mentors, Professors",,,,,,,,
10/21/2015 0:12:39,2018,CS,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,"CS50, 51, 20, 121",2,,,3,Roughly every week,,3-8 times a semester,,,At least once a week,,,3,N/A,4,No,Yes,,Summer ,4,,Male,3,Perception of CS as a male-dominated field,Not significant,Stuart Shieber,5,,,3,,4,MBB,,,"Graduate School (includes all types - business school, grad school, med school, etc.)",Computer Science/Cognitive Science,3.95,Caucasian,2,5,"Mentors, Professors",,,,,,,,
10/21/2015 0:17:49,2017,CS,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,"50, 51, 121, 124, 179, 109",4,,,3,3-8 times a semester,,3-8 times a semester,,,At least once a week,,,4,WiCS,4,No,"Friends in houses, office hours",,Software Engineering at Google,3,"nerdy, ambitious, narrow",Female,3,General primary education,"Not much, WiCS is really good, but I realize I have very few female friends in the CS department.",Jn Fang,2,,,4,,3,,"Product Management, Graphics / Design",,"Tech Industry (includes all roles - software, PM, etc.)",,3.5,Caucasian,3,4,Professors,,,,,,,,
10/21/2015 0:20:02,2017,Computer Science,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,"CS 50, CS 51, CS 189r, CS 124, CS 61, CS 182",4,,,3,1-2 times a semester,,At least once a week,,,3-8 times a semester,,,2,No,3,182,Friends group; previous courses,,Software Engineering at small startup in India,4,"Busy, Conscientious, Frequently sleep-deprived",Male,2,"Early childhood priming - computer games specifically marketed as male pastime, societal pressure against women to pursue math heavy disciplines that lead to jobs with significant time commitments ","I think Harvard has a pretty even representation of women in CS and I havent really noticed a huge gender gap. Obviously this could be observer bias. As a male, it is unlikely to affect my life significantly.",No,5,,,4,,4,Economics,"Web or mobile development (backend), Product Management, Artificial Intelligence",,"Tech Industry (includes all roles - software, PM, etc.)",,3.6,Asian,4,4,"Mentors, Professors",,,,,,,,
10/21/2015 0:20:35,2018,Computer Science,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,"CS50, CS61, CS121, CS51",6,,,4,Never,,At least once a week,,,At least once a week,,,2,No,4,No,In class,,Software Engineering Intern,5,,Male,3,"Men tend to be more interested in computer science (and engineering disciplines in general) than women due to a variety of factors (socialization, desires for career paths)",Hasn't impacted me,Greg Morrisett,5,,,2,,4,Mathematics,,,"Graduate School (includes all types - business school, grad school, med school, etc.)",Computer science,4,Caucasian,4,4,None of the above,,,,,,,,
10/21/2015 1:03:17,2018,Computer Science,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,"50, 51, 121",5,,,2,Roughly every week,,3-8 times a semester,,,At least once a week,,,3,n/a,3,n/a,n/a,,Software Engineering Intern at Intel,3,"smart, driven, technical",Male,4,society,n/a,n/a,3,,,2,,2,Social Anthro,,,Finance,,3.5,Asian,2,2,"Peers, Mentors, Professors, Teaching Staff",,,,,,,,
10/21/2015 3:00:10,2018,MechE,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,CS50,1,,,3,Roughly every week,,3-8 times a semester,,,3-8 times a semester,,,2,no,2,cs50,same dorm,,nothing,5,"Problem solver, geeky",Male,4,"Common perception, lack of support","Hasn't mattered to me personally
",No,4,,,5,,3,CS,,,"Graduate School (includes all types - business school, grad school, med school, etc.)",PhD in Aerospace,3.5,Arab,2,4,"Peers, Teaching Staff",,,,,,,,
10/21/2015 3:50:35,2019,CS,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,CS50,3,,,4,3-8 times a semester,,At least once a week,,,3-8 times a semester,,,2,No.,4,No.,By approaching them.,,N/a.,1,,Male,2,N/a.,No impact.,No.,3,,,5,,4,Economics,,,Uncertain,,,Caucasian,2,4,"Peers, Mentors, Professors",,,,,,,,
10/21/2015 8:31:17,2019,CS,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,CS125,4,,,5,1-2 times a semester,,3-8 times a semester,,,At least once a week,,,5,No,5,No,Yes,,N/A,3,,Male,3,Personal interest,No impact,No,5,,,5,,5,,"Business development / growth hacking, Artificial Intelligence, Security Engineering",,"Tech Industry (includes all roles - software, PM, etc.)",,,Caucasian,5,5,Professors,,,,,,,,
10/21/2015 13:24:48,2015,Computer Science,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,"CS 50, 20, 51, 61, 109, 121, 124, 171, 175, 205
Some random ENG-SCI classes, some visualization classes at the med school, some math classes, some stat classes",8,,,5,1-2 times a semester,,3-8 times a semester,,,3-8 times a semester,,,3,I was a CS50 and CS61 TF for 3 years.,3,Some of the more niche classes that aren't massive (~50 people),"Roommates, other friends, rarely will I work with brand new people",,Graduated - Work part time for hedge funds + other startup,4,"Arrogance, Logical, Idea-people/thinkers",Male,4,"Social expectations of women in STEM. Also, the bias of ""There's no women in STEM, so I'm not going to join STEM"" Also, the people in CS are weird, it's not ""cool"" to do CS. ","Socially, a lot. Male-dominance in this field leads to a lack of interaction with women in academic contexts as well a skew in the male/female ratio of friends (socially).","Jim Waldo, the great. (Also Eddie Kohler)",3,,,5,,3,Chemistry,,,"Graduate School (includes all types - business school, grad school, med school, etc.)",Medical School,3.75,Indian,5,5,"Peers, Mentors",,,,,,,,
10/21/2015 16:33:14,2016,Computer Science ,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,"20, 121, 124, 50, 51, 175, 182, 144r",2,,,2,Roughly every week,,3-8 times a semester,,,At least once a week,,,3,No,5,175,random introductions ,,CS research at NYU,5,"dedicated, stressed, intelligent ",Female,4,"class participation amongst women is low, and it has to do with the perception that women in STEM fields are slightly behind their male counterparts ",I feel less prepared to take classes that are very difficult for fear of being far behind other students and not being able to catch up through office hours and extra help. ,no,5,,,5,,1,,,,non profit,,3.4,Caucasian,5,5,Mentors,,,,,,,,
10/21/2015 16:43:00,2018,Math and Computer Science,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,"CS 50, CS 124, CS 61, CS 121",5,,,5,Never,,3-8 times a semester,,,Never,,,1,Naw,5,Nope,I know them,,Research Intern at a Finanical Firm,3,,Male,4,Social pressure from young age. Playing on the computer and video games is a predominately male activity and that has driven much recent interest in coding.,"Not much, it's basically what I expected..",Upperclassmen,5,,,1,,5,Economics,,,Finance,,4,Asian,1,5,None of the above,,,,,,,,
10/21/2015 16:50:26,2018,CS,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,"50, 51, 121",3,,,3,Roughly every week,,At least once a week,,,At least once a week,,,3,no,3,cs51,office hours,,"Interned at a startup, focused on design and tech end of things",4,"stereotypical, sleep-deprived, resume-focused",Male,4,"lack of hs cs classes, lack of guys choosing other majors b/c feel ""unmasculine"" (English, Arts, etc), lack of girls choosing cs b/c don't want to be the only girl, cultural stereotypes. ","Not much, would be nice to have more girls of course",no,4,,,4,,3,,,,entrepreneurship,,4,Caucasian,2,5,None of the above,,,,,,,,
10/22/2015 11:14:03,2019,Computer Science,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,CS61,11,,,4,3-8 times a semester,,At least once a week,,,3-8 times a semester,,,2,Robotics Club,2,CS61,In Lecture,,Software Engineering Intern at Western & Southern Financial Group,4,"varied, problem-solver, intelligent",Male,2,not much of a gap,not much of a gap,no,4,,,5,,2,,"Product Management, Business development / growth hacking, Artificial Intelligence, Security Engineering, Systems engineering, Uncertain",,"Tech Industry (includes all roles - software, PM, etc.)",,,Caucasian,4,5,"Peers, Mentors, Professors",,,,,,,,
10/23/2015 10:11:19,2018,Computer Science,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,"61, 161, 121, 263",6,,,4,1-2 times a semester,,At least once a week,,,3-8 times a semester,,,4,No,4,263,Yes,,Software Engineering Intern,4,,Male,4,Cultural stigma and the general gender gap,Some CS concentrators are uncomfortably misogynistic; I also imagine it must be difficult for girls to get into CS when they walk into a classroom that's mostly male,Margo Seltzer,5,,,3,,4,,"Artificial Intelligence, Systems engineering, Uncertain",,"Tech Industry (includes all roles - software, PM, etc.)",,4,Asian,4,5,"Peers, Professors",,,,,,,,
10/23/2015 12:48:10,2017,Computer Science,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,"CS50, CS51, CS121",3,,,3,1-2 times a semester,,3-8 times a semester,,,At least once a week,,,4,no,4,no,I have usually known them before the class,,Traveled to China to teach English and Psychology,5,"smart, intense, sleepless",Male,4,Social Stigma against women and computers,"I have mostly surrounded myself with an even mix within the groups I have for classes, so I think the effect for me has been minimized.",no,5,,,4,,3,Psych,"Web or mobile development (frontend), Product Management, Artificial Intelligence, Graphics / Design, Security Engineering, Image processing / VR",,"Tech Industry (includes all roles - software, PM, etc.)",,3.65,Caucasian,3,4,Mentors,,,,,,,,
10/23/2015 13:48:16,2016,Computer Science,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,"50, 51, 61, 124, 121, 171, 181, 282r, 281, 279, 205",6,,,4,1-2 times a semester,,3-8 times a semester,,,1-2 times a semester,,,4,Hack harvard,4,No,Yes,,Software Engineering at Kensho,2,,Male,3,"Historically male-dominated field, social constructs/confidence gap",Less diversity of thought in classes and the community,No,5,,,3,,3,Mind/Brain/Behavior,"Web or mobile development (backend), Product Management, Artificial Intelligence",,"Tech Industry (includes all roles - software, PM, etc.)",,3.85,Caucasian,3,4,None of the above,,,,,,,,
10/23/2015 20:44:52,2017,CS,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,"CS50, CS51, CS61, CS109",3,,,1,Roughly every week,,3-8 times a semester,,,At least once a week,,,3,WiCS,2,Harder classes,Yes through WiCS,,Data Visualization Internship,5,"Brilliant, no sleep, dedicated",Female,3,"Drop out from negative experience, feel that they aren't smart enough when they have a hard time with course work",I have almost dropped out of the concentration for similar reasons,Upperclassmen,5,,,5,,1,,"Artificial Intelligence, Image processing / VR, Systems engineering, Uncertain",,"Tech Industry (includes all roles - software, PM, etc.)",,3,Asian,5,3,"Peers, Professors, Teaching Staff",,,,,,,,
10/24/2015 13:09:07,2017,Computer Science,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,"CS50, CS51, CS175, CS121, CS124, CS61",8,,,3,1-2 times a semester,,3-8 times a semester,,,3-8 times a semester,,,2,No,3,No,Roommates,,Software Development Intern at CS50,4,"focused, intelligent, involved",Male,2,Changing cultural norms of previously gendered fields.,"Not too extreme, but as a male it makes sense that this wouldn't impact me as much as it would a female student.",No,4,,,5,,2,Music,"Web or mobile development (backend), Hardware / Embedded Systems, Systems engineering",,"Tech Industry (includes all roles - software, PM, etc.)",,3.7,Caucasian,2,4,Peers,,,,,,,,
10/25/2015 0:37:02,2019,Computer Science,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,"I self-studied for APCS using the 2011 cs50 lectures
I also took a visual basic class and a really bad web design class",4,,,5,1-2 times a semester,,1-2 times a semester,,,3-8 times a semester,,,3,DLP,3,no,Friends I already knew,,I'm a freshman,3,intense nerdy persistent,Male,2,self-perpetuating,more bro-ey of a culture,no,5,,,4,,5,,"Web or mobile development (backend), Artificial Intelligence, Hardware / Embedded Systems, Graphics / Design, Security Engineering, Image processing / VR, Systems engineering",,"Tech Industry (includes all roles - software, PM, etc.)",,4,Caucasian,4,5,None of the above,,,,,,,,
10/27/2015 22:09:23,2017,CS,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,"50
51
61
121
124
134
153
165
182",3,,,4,1-2 times a semester,,3-8 times a semester,,,3-8 times a semester,,,2,HCS,3,no,usually work alone,,Worked at NASA/Center for Astrophysics,3,"Ambitious, practical, curious",Male,3,"Societal bias, funneling problem coming out of high school","None really -- I definitely think society shouldn't be discouraging females from entering STEM, but we also shouldn't go crazy trying to get all occupations to be 50/50. ",not really,5,,,3,,3,Math,"Web or mobile development (backend), Artificial Intelligence, Security Engineering, Image processing / VR, Systems engineering",,"Tech Industry (includes all roles - software, PM, etc.)",,3.7,Caucasian,5,4,None of the above,,,,,,,,
03/10/16 23:21,2018,Computer Science,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,"CS50, CS51, CS171",2,,,1,Roughly every week,,3-8 times a semester,,,3-8 times a semester,,,4,Yes,3,N/A,Office hours,,Prefer not to respond,4,"Creative, dedicated, determined",Female,4, , ,No,4,,,5,,2,,"Web or mobile development (frontend), Graphics / Design",,"Tech Industry (includes all roles - software, PM, etc.)",,3,Caucasian,3,4,"Peers, Mentors, Professors, Teaching Staff",,,,,,,,
03/10/16 23:26,2019,Computer science,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,"Past: CS61
Currently: CS51, CS124",5,,,4,Roughly every week,,3-8 times a semester,,,At least once a week,,,2,Crimson tech,3,no,friends from unrelated things,,I'm a freshman,4,,Male,3,"I'm not exactly sure. Some of it may be self-perpetuating, some females might see a gender gap, and not want to be in such a minority.
It might be possible that females are less interested in CS as a whole.
It might be possible that females were discouraged from engineering fields earlier on in their lives.","I don't think it has had a huge impact on me, but I definitely notice females are in the minority often.",no,4,,,4,,4,possibly stat or physics,"Web or mobile development (frontend), Web or mobile development (backend), Artificial Intelligence, Security Engineering, Systems engineering",,"Tech Industry (includes all roles - software, PM, etc.)",,3.85,Caucasian,3,4,None of the above,,,,,,,,
03/11/16 00:37,2019,Computer Science,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,"CS50, CS51",4,,,4,1-2 times a semester,,1-2 times a semester,,,3-8 times a semester,,,3,Harvard Computer Society,2,CS 51,Friends,,I chilled brah,5,"Awkward, Smart, Try-Hard",Male,2,"The Tech industry was historically built by men, who passed their skills on to their sons and never conceived women to have a major role, as they hadn't at the foundation.  It's not rocket science lol","No girls to Mac on man.  It's a desert out here, ya feel?","My dad, he the realest doe",4,,,4,,4,,"Web or mobile development (frontend), Web or mobile development (backend), Product Management, Business development / growth hacking, Artificial Intelligence, Graphics / Design, Security Engineering, Systems engineering",,"Tech Industry (includes all roles - software, PM, etc.)",,3.75,Asian,3,2,"Peers, Professors",,,,,,,,
03/11/16 01:02,2019,Computer Science,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,,,,,,,"CS50
CS51",2,,,4,Never,,3-8 times a semester,,,1-2 times a semester,,,4,HCS,1,Same for each class,No,,Intern for FBU,3,computer science concentrator,Male,4,"Social norms, impostor syndrome","Diversity enriches working and learning environments. Multiple perspectives and unique backgrounds enhances the educational experience. Also, I'm heterosexual, and lowkey if there were more girls in the class I might actually go to lectures.",No,5,,,5,,3,,"Web or mobile development (frontend), Product Management, Business development / growth hacking, HCI",,"Tech Industry (includes all roles - software, PM, etc.)",,,Black or African American,2,5,"Mentors, Professors",,,,,,,,
